ICA,PCA,MAPE,MAE,MSE,R^2
7,2,18.3063073186665,0.542819517634953,0.515851314672922,0.326765305998705
7,3,18.2252251903211,0.534415429864269,0.50594069889146,0.33969959577022
7,4,19.7121756077661,0.575089532388463,0.552140926022297,0.279403935198063
7,5,20.7406008826556,0.600286111307821,0.590269732486063,0.229642241039071
7,6,22.1982523334656,0.641160365627704,0.634255215316958,0.172237030987541
7,7,23.1376066248374,0.667945944181057,0.678437353173627,0.114575167550947
7,8,23.9439243584577,0.688609479158074,0.711785534400557,0.071052640913504
7,9,24.3702028200663,0.700087877895365,0.733262852973076,0.04302271138564
8,1,19.3471540750156,0.56335273832824,0.535597303115136,0.300994925835816
8,2,18.0561842060495,0.543019189383319,0.514712604878071,0.328251429845803
8,3,18.0204803992062,0.518576425735825,0.477513094579897,0.376800304725513
8,4,19.5964156064498,0.567250577408587,0.531396421125893,0.306477473655543
8,5,21.2154625196755,0.609490659695364,0.593930227030031,0.224864949881513
8,6,22.774189735351,0.653391020538491,0.660002130828593,0.138634874139412
8,7,23.7544387667329,0.682686008440777,0.705506201566593,0.079247763420241
8,8,24.2659102648075,0.696788091407684,0.727861229049669,0.050072340853951
8,9,24.6004030853533,0.706593841888421,0.747503008466553,0.024437963312912
9,1,18.0329148948379,0.534638743339701,0.505040537523438,0.340874391386543
9,2,16.8443619132606,0.502078488977514,0.454436875307531,0.406916950702055
9,3,17.9079258661464,0.519917817723914,0.478030015754372,0.376125673763408
9,4,19.7453565157618,0.568777029806808,0.535715369027657,0.300840838667232
9,5,21.2937569096426,0.60889706438748,0.606191160480649,0.208863273536011
9,6,22.8914815061525,0.658016769889168,0.665169093936906,0.131891499201332
9,7,23.9207298412584,0.687082033603667,0.714303100339204,0.067766979549225
9,8,24.4547211150605,0.702450115067224,0.737617421985189,0.037339587483482
9,9,24.7518993580757,0.71106241894863,0.753735206192301,0.016304356574873
